No,vuf,V_A,V_B,V_C,I_A,I_B,I_C,V_a,V_b,V_c,I_a,I_b,I_c,phase_B,phase_C,phase_a,phase_b,phase_c,faulted
8323,1.19978791120013e-05,133121,133120,133120,0.8,0.8,0.8,13834,13834,13834,1.3,1.3,1.3,120,-120,0,120,-120,0
8324,0.000455254884996043,133019,133086,133130,0,1.4,1.4,13825,13828,13836,1.3,1.3,1.3,119.95,-120.03,-0.01,119.95,-120.02,1
8324,0.0433266844506389,120672,126436,130185,0,123.7,131.4,12542,12767,13464,1252.9,1180,1248.5,115.12,-123.1,-0.01,115.72,-121.33,1
8325,0.000912039414808672,129735,129870,129852,68.7,67.1,68.7,13347,13367,13365,1142.7,1115.8,1115.3,119.98,-119.96,0.74,120.7,-119.21,0
8325,1.15941074669636e-05,133122,133121,133121,0.8,0.8,0.8,13834,13834,13834,1.2,1.2,1.2,120,-120,0,120,-120,0
8326,0.000449570322384287,133020,133087,133130,0,1.4,1.4,13825,13828,13836,1.2,1.2,1.2,119.95,-120.03,-0.01,119.95,-120.02,1
8326,0.0384919539470244,121926,127212,130508,0,109.9,118.2,12672,12890,13503,1126.3,1046.8,1116,115.69,-122.69,-0.01,116.23,-121.11,1
8327,0.000983561064389994,129906,130054,130026,65.2,63.5,65.3,13372,13393,13389,1086.2,1056.2,1057.6,119.98,-119.96,0.7,120.66,-119.24,0
8327,1.15792703009637e-05,133121,133120,133120,0.8,0.8,0.8,13834,13834,13834,1.4,1.3,1.3,120,-120,0,120,-120,0
8328,0.000455288470053893,133019,133086,133130,0,1.4,1.4,13825,13828,13836,1.4,1.3,1.3,119.95,-120.03,-0.01,119.95,-120.02,1
8328,0.0366177915086038,122467,127515,130660,0,104.4,112.5,12729,12938,13522,1071.5,994,1058.4,115.91,-122.55,-0.01,116.41,-121.04,1
8329,0.00445106095522269,129117,129695,129057,76.3,75.8,83.7,13258,13343,13251,1347.2,1210.2,1338.5,120.18,-119.69,0.79,121.04,-118.77,0
8329,1.07318214548145e-05,133121,133120,133120,0.8,0.8,0.8,13834,13834,13834,1.5,1.4,1.5,120,-120,0,120,-120,0
8330,0.000456308821913938,133017,133086,133129,0,1.4,1.4,13825,13828,13836,1.5,1.4,1.5,119.95,-120.03,-0.01,119.95,-120.02,1
8330,0.0409625502288048,119971,126818,129585,0,118.2,139,12469,12825,13373,1326.2,1126.4,1342.3,115.59,-122.48,-0.01,116.18,-120.62,1
8331,0.00412141950757637,128871,129413,128830,81.5,80.8,88.2,13223,13303,13219,1426.3,1298.8,1415.2,120.16,-119.71,0.85,121.07,-118.74,0
8331,1.05045673368875e-05,133121,133121,133120,0.8,0.8,0.8,13834,13834,13834,1.3,1.2,1.3,120,-120,0,120,-120,0
8332,0.000449584727839234,133019,133087,133129,0,1.4,1.4,13825,13828,13836,1.3,1.2,1.3,119.95,-120.03,-0.01,119.95,-120.02,1
8332,0.0438393215485977,119200,126367,129389,0,126.1,146.9,12389,12754,13349,1402.1,1203.1,1419,115.25,-122.71,-0.01,115.88,-120.74,1
8333,0.0149016317454124,128200,129939,127716,83.1,85,108.7,13125,13381,13061,1661.8,1222.6,1688.2,120.7,-118.97,0.76,121.73,-117.77,0
8333,1.40031835923177e-05,133121,133121,133119,0.8,0.8,0.8,13834,13834,13834,1.6,1.1,1.6,120,-120,0,120,-120,0
8334,0.000446838370325778,133017,133088,133128,0,1.3,1.4,13825,13828,13836,1.6,1.1,1.6,119.95,-120.03,-0.01,119.95,-120.02,1
8334,0.043988990711301,117102,126949,127841,0,118.5,170.8,12171,12841,13119,1632.6,1129.4,1697,116.17,-121.38,-0.01,116.79,-119.12,1
8335,0.015835968358692,127969,129809,127450,86.6,88.7,113.8,13091,13363,13023,1737.5,1272,1766.1,120.74,-118.91,0.8,121.82,-117.65,0
8335,1.43243919314518e-05,133120,133120,133118,0.8,0.8,0.8,13834,13834,13834,1.9,1.4,1.9,120,-120,0,120,-120,0
8336,0.000458154191003066,133013,133086,133127,0,1.4,1.4,13825,13828,13835,1.9,1.4,1.9,119.95,-120.03,-0.01,119.95,-120.02,1
8336,0.0459012448638452,116387,126718,127548,0,122.8,178.4,12097,12804,13079,1705.3,1171,1775.5,116.05,-121.39,-0.01,116.7,-119.02,1
8337,0.0242103937897327,127659,130396,126771,84.9,89.3,125.7,13045,13450,12927,1866.3,1150.6,1922.7,121.17,-118.34,0.68,122.3,-116.94,0
8337,2.3013088532174e-05,133119,133121,133117,0.8,0.8,0.9,13834,13834,13834,2.2,1.4,2.3,120,-120,0,120,-120,0
8338,0.000457860148219102,133010,133086,133126,0,1.4,1.5,13824,13828,13835,2.2,1.4,2.3,119.95,-120.03,-0.01,119.95,-120.02,1
8338,0.0483098247278423,115428,127469,126528,0,111.4,191.3,11997,12919,12923,1830.3,1061.3,1931.4,117.02,-120.2,-0.01,117.64,-117.69,1
8339,0.0238541555965339,127663,130358,126784,85.2,89.6,125.5,13046,13444,12929,1863.9,1160,1920.5,121.15,-118.36,0.69,122.28,-116.97,0
8339,2.26344774098671e-05,133120,133122,133118,0.8,0.8,0.8,13834,13834,13834,1.9,1.1,1.9,120,-120,0,120,-120,0
8340,0.000447808745845938,133013,133088,133126,0,1.3,1.4,13825,13828,13835,1.9,1.1,1.9,119.95,-120.03,-0.01,119.95,-120.02,1
8340,0.0481622426715507,115441,127416,126557,0,112.3,191.1,11998,12911,12928,1828,1069.7,1929.4,116.97,-120.26,-0.01,117.59,-117.75,1
8341,0.00421845136563902,129444,129586,130083,75.4,67.7,68.4,13306,13325,13399,1210.5,1200.5,1079,119.71,-120.09,0.82,120.41,-119.32,0
8341,1.05943852042492e-05,133121,133120,133121,0.8,0.8,0.8,13834,13834,13834,1.4,1.4,1.3,120,-120,0,120,-120,0
8342,0.000464287430484307,133017,133085,133130,0,1.4,1.4,13825,13828,13836,1.4,1.4,1.3,119.95,-120.03,-0.01,119.95,-120.02,1
8342,0.0457062503595764,121003,126706,130797,0,117.4,124.5,12577,12808,13550,1186.5,1118.6,1079.2,115,-123.12,-0.01,115.48,-121.44,1
8343,0.00426953265929812,128945,129093,129590,85.1,77.4,78.1,13235,13255,13328,1372.5,1361.7,1240.1,119.71,-120.09,0.93,120.51,-119.21,0
8343,1.06637685310739e-05,133121,133120,133121,0.8,0.8,0.8,13834,13834,13834,1.4,1.4,1.2,120,-120,0,120,-120,0
8344,0.000461119477172155,133018,133086,133130,0,1.4,1.4,13825,13828,13836,1.4,1.4,1.2,119.95,-120.03,-0.01,119.95,-120.02,1
8344,0.0509278758847716,119437,125904,130335,0,131.8,140.6,12414,12680,13491,1341.9,1257.4,1240.2,114.41,-123.47,-0.01,114.96,-121.57,1
8345,0.00393295190293262,128800,129006,129411,87.3,79.8,81.4,13214,13243,13303,1419.5,1394.7,1292.3,119.74,-120.05,0.95,120.58,-119.13,0
8345,1.03246277806098e-05,133121,133120,133120,0.8,0.8,0.8,13834,13834,13834,1.5,1.4,1.3,120,-120,0,120,-120,0
8346,0.000463882574993449,133017,133085,133130,0,1.4,1.4,13825,13828,13836,1.5,1.4,1.3,119.95,-120.03,-0.01,119.95,-120.02,1
8346,0.0517510237219676,118986,125753,130141,0,134.6,145.3,12367,12656,13465,1387.4,1285,1292.9,114.33,-123.48,-0.01,114.9,-121.52,1
8347,0.00384826900703839,128859,129060,129457,86.2,78.8,80.4,13223,13250,13309,1401.3,1376.9,1276.8,119.75,-120.05,0.94,120.57,-119.14,0
8347,1.02995692765194e-05,133121,133120,133120,0.8,0.8,0.8,13834,13834,13834,1.5,1.5,1.3,120,-120,0,120,-120,0
8348,0.000464812515914118,133017,133085,133130,0,1.4,1.4,13825,13828,13836,1.5,1.5,1.3,119.95,-120.03,-0.01,119.95,-120.02,1
8348,0.0510719568836908,119168,125842,130184,0,133.1,143.6,12386,12670,13470,1370.2,1270,1277.4,114.4,-123.44,-0.01,114.97,-121.5,1
8349,0.00324091067304667,128691,129183,129063,86.2,80.8,86.8,13198,13269,13253,1461.3,1362.6,1372.7,119.94,-119.84,0.91,120.82,-118.87,0
8349,8.92850128587703e-06,133121,133120,133120,0.8,0.8,0.8,13834,13834,13834,1.6,1.5,1.5,120,-120,0,120,-120,0
8350,0.000463268454883294,133016,133085,133129,0,1.4,1.4,13825,13828,13836,1.6,1.5,1.5,119.95,-120.03,-0.01,119.95,-120.02,1
8350,0.0491759049228654,118641,125982,129678,0,131.6,149.9,12331,12692,13395,1430.9,1255.9,1375.8,114.69,-123.08,-0.01,115.28,-121.06,1
8351,0.00354870590729901,128765,129300,129182,84.5,78.4,85,13208,13286,13270,1434.1,1327.3,1335.5,119.92,-119.83,0.89,120.78,-118.88,0
8351,9.2157695510389e-06,133121,133120,133120,0.8,0.8,0.8,13834,13834,13834,1.4,1.3,1.3,120,-120,0,120,-120,0
8352,0.000457809754358087,133018,133086,133129,0,1.4,1.4,13825,13828,13836,1.4,1.3,1.3,119.95,-120.03,-0.01,119.95,-120.02,1
8352,0.0485154564272208,118870,126156,129781,0,128.4,147.1,12355,12719,13408,1404.4,1225.2,1338.8,114.8,-122.99,-0.01,115.36,-121.01,1
8353,0.010564745022827,128049,129281,127710,90.5,91.8,108.9,13104,13286,13060,1702,1395.7,1720.8,120.49,-119.27,0.9,121.58,-118.07,0
8353,1.25237890721034e-05,133120,133121,133119,0.8,0.8,0.8,13834,13834,13834,1.7,1.3,1.6,120,-120,0,120,-120,0
8354,0.000452823057883702,133016,133087,133128,0,1.4,1.4,13825,13828,13836,1.7,1.3,1.6,119.95,-120.03,-0.01,119.95,-120.02,1
8354,0.0472014996392205,116640,126010,128036,0,134.2,174.7,12123,12695,13157,1669.7,1281.1,1729,115.31,-122.23,-0.01,116.01,-119.89,1
8355,0.0123178807595288,128013,129465,127640,89.3,90.4,110.5,13099,13313,13050,1714.4,1352.8,1731.5,120.57,-119.15,0.86,121.65,-117.93,0
8355,1.28698742800612e-05,133120,133120,133118,0.8,0.8,0.8,13834,13834,13834,1.8,1.5,1.9,120,-120,0,120,-120,0
8356,0.000459376989165366,133014,133086,133128,0,1.4,1.4,13825,13828,13835,1.8,1.5,1.9,119.95,-120.03,-0.01,119.95,-120.02,1
8356,0.0468078357819014,116526,126252,127886,0,130.2,175.9,12111,12732,13133,1682,1242.7,1740.3,115.55,-121.95,-0.01,116.22,-119.59,1
8357,0.0235290057115668,127224,129569,125974,95.2,105.1,137.5,12984,13333,12813,2028,1394,2158.7,121.25,-118.44,0.83,122.58,-116.93,0
8357,2.30250784199925e-05,133120,133121,133118,0.8,0.8,0.8,13834,13834,13834,2,1.3,2.1,120,-120,0,120,-120,0
8358,0.000447830859200209,133013,133087,133126,0,1.4,1.4,13825,13828,13835,2,1.3,2.1,119.95,-120.03,-0.01,119.95,-120.02,1
8358,0.0492762808337957,114103,126272,125861,0,133.7,207.8,11859,12734,12840,1988.8,1276.3,2170.1,116.36,-120.84,-0.01,117.17,-118.09,1
8359,0.0244429862639661,127337,129703,125949,92.7,104.3,137,12999,13352,12809,2004.3,1355.8,2156,121.33,-118.4,0.8,122.65,-116.9,0
8359,2.15091493686915e-05,133120,133121,133118,0.8,0.8,0.8,13834,13834,13834,1.9,1.3,2,120,-120,0,120,-120,0
8360,0.000448770133690327,133014,133087,133126,0,1.4,1.4,13825,13828,13835,1.9,1.3,2,119.95,-120.03,-0.01,119.95,-120.02,1
8360,0.047824883746166,114446,126488,125816,0,130.5,205.6,11895,12769,12831,1967.6,1245.1,2167,116.61,-120.68,-0.01,117.41,-117.96,1
8361,0.0163456750675816,128078,128588,130520,101.9,74.1,76,13112,13180,13464,1564.6,1539.9,1049.3,118.87,-120.37,1.12,119.51,-119.43,0
8361,1.31687548851951e-05,133120,133119,133121,0.8,0.8,0.8,13834,13834,13834,1.6,1.6,1.1,120,-120,0,120,-120,0
8362,0.000481061849839659,133015,133085,133131,0,1.4,1.4,13825,13828,13836,1.6,1.6,1.1,119.95,-120.03,-0.01,119.95,-120.02,1
8362,0.0718089703722918,116760,124920,131277,0,146.4,157.1,12136,12516,13638,1500.5,1398.4,1049.3,112.55,-124.37,-0.01,112.83,-122.25,1
8363,0.0150474066547765,128092,128562,130339,101.6,75.9,77.6,13114,13176,13438,1568.6,1545.3,1096.2,118.96,-120.34,1.12,119.64,-119.39,0
8363,1.45795413291213e-05,133120,133119,133121,0.8,0.8,0.8,13834,13834,13834,1.7,1.7,1.2,120,-120,0,120,-120,0
8364,0.00048938479368214,133014,133084,133131,0,1.4,1.4,13825,13828,13836,1.7,1.7,1.2,119.95,-120.03,-0.01,119.95,-120.02,1
8364,0.0703825818417083,116802,124899,131099,0,146.9,157.7,12140,12514,13613,1507,1403.5,1096.1,112.66,-124.33,-0.01,112.98,-122.2,1
8365,0.0155234186315781,127707,128197,130019,109,82.5,84.3,13060,13124,13393,1687.7,1663,1202.8,118.93,-120.35,1.21,119.68,-119.32,0
8365,1.35494447579501e-05,133120,133119,133121,0.8,0.8,0.8,13834,13834,13834,1.8,1.8,1.3,120,-120,0,120,-120,0
8366,0.000487975373734675,133014,133084,133131,0,1.4,1.4,13825,13828,13836,1.8,1.8,1.3,119.95,-120.03,-0.01,119.95,-120.02,1
8366,0.0746848757627689,115632,124331,130780,0,156.9,169.2,12018,12423,13573,1617.4,1499.5,1202.7,112.2,-124.6,-0.01,112.55,-122.31,1
8367,0.0129486538384217,127497,127925,129425,112.9,90.4,92.2,13030,13086,13308,1771.1,1745.7,1369.5,119.11,-120.28,1.25,119.98,-119.18,0
8367,1.31058999129646e-05,133120,133119,133121,0.8,0.8,0.8,13834,13834,13834,1.9,1.9,1.4,120,-120,0,120,-120,0
8368,0.000491497008552294,133012,133083,133130,0,1.4,1.4,13825,13828,13836,1.9,1.9,1.4,119.95,-120.03,-0.01,119.95,-120.02,1
8368,0.0741249517452526,114995,123951,130185,0,164,177.9,11952,12365,13491,1701,1568.3,1369.6,112.16,-124.65,-0.01,112.63,-122.23,1
8369,0.0125804667060177,127437,127864,129313,113.9,92,93.9,13021,13077,13292,1792.1,1765.3,1401.9,119.14,-120.27,1.26,120.03,-119.15,0
8369,1.11557218744338e-05,133120,133119,133120,0.8,0.8,0.8,13834,13834,13834,1.9,1.9,1.5,120,-120,0,120,-120,0
8370,0.000488186979277364,133012,133083,133130,0,1.4,1.4,13825,13828,13836,1.9,1.9,1.5,119.95,-120.03,-0.01,119.95,-120.02,1
8370,0.0743046522928847,114815,123862,130069,0,165.7,180,11933,12351,13475,1721.4,1584.2,1402,112.13,-124.67,-0.01,112.61,-122.22,1
8371,0.0115593064385539,127695,128002,129393,109.8,90.1,90.6,13058,13097,13303,1721.2,1713.6,1370.3,119.2,-120.28,1.22,120.08,-119.21,0
8371,1.26886457133878e-05,133120,133119,133121,0.8,0.8,0.8,13834,13834,13834,1.9,1.9,1.4,120,-120,0,120,-120,0
8372,0.000489877116331203,133013,133083,133130,0,1.4,1.4,13825,13828,13836,1.9,1.9,1.4,119.95,-120.03,-0.01,119.95,-120.02,1
8372,0.0710884218286953,115598,124104,130181,0,161.6,173.4,12015,12390,13488,1657.6,1544.5,1369.6,112.41,-124.57,-0.01,112.91,-122.22,1
8373,0.000639544446683799,127417,127504,127418,113.6,113.4,114.6,13018,13031,13019,1894.3,1874.2,1890.6,120.02,-119.96,1.25,121.28,-118.68,0
8373,1.29675074283275e-05,133120,133118,133119,0.8,0.8,0.8,13834,13834,13834,1.9,1.9,1.9,120,-120,0,120,-120,0
8374,0.000474737620049266,133014,133083,133129,0,1.4,1.4,13825,13828,13836,1.9,1.9,1.9,119.95,-120.03,-0.01,119.95,-120.02,1
8374,0.0614489012965286,114750,123491,128171,0,176.4,193,11927,12301,13203,1845.7,1687.7,1891.4,113.09,-124.29,-0.01,113.97,-121.66,1
8375,0.00161275050243005,127301,127538,127490,114.8,112,114.9,13001,13036,13029,1918.4,1870.9,1873.1,119.96,-119.93,1.26,121.2,-118.64,0
8375,1.35240474014013e-05,133120,133119,133119,0.8,0.8,0.8,13834,13834,13834,1.8,1.8,1.8,120,-120,0,120,-120,0
8376,0.000467671150943588,133015,133084,133129,0,1.4,1.4,13825,13828,13836,1.8,1.8,1.8,119.95,-120.03,-0.01,119.95,-120.02,1
8376,0.0631846097634782,114398,123502,128203,0,175.8,195.1,11890,12301,13208,1865.9,1681.5,1875,112.99,-124.25,-0.01,113.83,-121.59,1
8377,0.0179910683703075,127239,126559,124584,117.9,150.9,147.9,12993,12906,12611,2113.4,2172.5,2630.8,121.2,-119.67,1.31,123.04,-118.17,0
8377,2.79992110917268e-05,133119,133118,133115,0.8,0.9,0.9,13834,13834,13833,2.2,2.2,2.8,120,-120,0,120,-120,0
8378,0.000456085509044691,133012,133083,133125,0,1.4,1.5,13825,13828,13835,2.2,2.2,2.8,119.95,-120.03,-0.01,119.95,-120.02,1
8378,0.0458074011457229,114223,122393,125394,0,205.4,218.4,11872,12146,12811,2090.4,1967,2630.6,114.03,-124.15,-0.01,115.54,-121.2,1
8379,0.0182412778890103,127951,127763,125414,100.4,131.4,134.3,13093,13076,12728,1888.3,1831.3,2356,121.26,-119.44,1.08,122.87,-118.09,0
8379,2.8268195447362e-05,133120,133119,133116,0.8,0.9,0.9,13834,13834,13833,2.1,2,2.6,120,-120,0,120,-120,0
8380,0.000449810137641555,133014,133084,133125,0,1.4,1.4,13825,13828,13835,2.1,2,2.6,119.95,-120.03,-0.01,119.95,-120.02,1
8380,0.0373259187766293,116358,124109,126077,0,175.9,195.8,12094,12413,12891,1873.3,1682.7,2359.5,115.22,-123.14,-0.01,116.53,-120.53,1
8381,0.0234389584861248,126585,127354,130058,130.1,91,94,12901,13002,13401,1989.9,1951.3,1253.9,118.39,-120.52,1.45,119.14,-119.33,0
8381,2.19808431816148e-05,133119,133118,133121,0.9,0.8,0.8,13834,13834,13834,2.1,2.1,1.3,120,-120,0,120,-120,0
8382,0.000513636460932672,133009,133081,133132,0,1.5,1.4,13824,13827,13836,2.1,2.1,1.3,119.95,-120.03,-0.01,119.94,-120.02,1
8382,0.0934049232622304,112280,122970,130773,0,180.2,196.2,11670,12202,13587,1877.2,1724.3,1253.7,110.43,-125.49,-0.01,110.65,-122.83,1
8383,0.0237418448668233,126320,127113,129834,135,95.3,98.5,12864,12967,13370,2069.9,2028.3,1326.4,118.37,-120.52,1.51,119.17,-119.28,0
8383,2.27442672022484e-05,133119,133118,133122,0.8,0.8,0.8,13834,13834,13834,2,2,1.2,120,-120,0,120,-120,0
8384,0.000511701036375285,133010,133082,133132,0,1.4,1.4,13824,13827,13836,2,2,1.2,119.95,-120.03,-0.01,119.94,-120.02,1
8384,0.0961864659363062,111503,122615,130534,0,186.4,203.7,11589,12146,13557,1949.3,1783.6,1326.2,110.13,-125.65,-0.01,110.37,-122.88,1
8385,0.0262314710876459,126706,127484,130574,128.5,85.9,87.9,12918,13019,13475,1939.9,1913.8,1114.9,118.18,-120.62,1.44,118.84,-119.49,0
8385,2.30778470667459e-05,133119,133118,133122,0.8,0.8,0.8,13834,13834,13834,2,2,1.2,120,-120,0,120,-120,0
8386,0.000511874033307798,133010,133082,133132,0,1.4,1.4,13824,13827,13836,2,2,1.2,119.95,-120.03,-0.01,119.94,-120.02,1
8386,0.0953127496499206,112642,123141,131311,0,177.2,190.7,11708,12229,13663,1824.2,1695.5,1114,110.29,-125.57,-0.01,110.42,-123,1
8387,0.0255245793034988,126747,127496,130508,127.8,86.2,88.1,12924,13021,13466,1931.5,1907.3,1130.5,118.23,-120.6,1.43,118.9,-119.48,0
8387,2.36058735578362e-05,133118,133117,133121,0.9,0.8,0.8,13834,13834,13834,2.3,2.3,1.4,120,-120,0,120,-120,0
8388,0.000522611410172536,133007,133080,133131,0,1.5,1.5,13824,13827,13836,2.3,2.3,1.4,119.94,-120.03,-0.01,119.94,-120.02,1
8388,0.0942461231359559,112763,123167,131250,0,176.7,190.1,11720,12233,13654,1818.4,1690.7,1129.6,110.38,-125.53,-0.01,110.53,-122.97,1
8389,0.0237686504712512,126764,127134,130135,130.3,93.6,90.7,12928,12970,13412,1952.3,1989.5,1243.4,118.33,-120.69,1.48,119.1,-119.56,0
8389,2.29949249617912e-05,133119,133117,133121,0.9,0.8,0.8,13834,13834,13834,2.2,2.3,1.4,120,-120,0,120,-120,0
8390,0.000515527430704074,133009,133081,133132,0,1.5,1.4,13824,13827,13836,2.2,2.3,1.4,119.95,-120.03,-0.01,119.94,-120.02,1
8390,0.0935206726982807,112831,122722,130978,0,183.9,192.5,11727,12166,13619,1842,1760.2,1238.8,110.25,-125.83,-0.01,110.52,-123.23,1
8391,0.0260419659677505,126066,126533,129762,143.2,102.8,100.4,12829,12883,13360,2154.1,2184.7,1376.9,118.18,-120.73,1.64,119.03,-119.47,0
8391,2.26500671541858e-05,133118,133117,133121,0.9,0.8,0.8,13834,13834,13834,2.2,2.3,1.5,120,-120,0,120,-120,0
8392,0.000516778540528335,133009,133080,133131,0,1.5,1.5,13824,13827,13836,2.2,2.3,1.5,119.94,-120.03,-0.01,119.94,-120.02,1
8392,0.10230148036187,110791,121835,130559,0,199.3,211,11515,12023,13569,2019.3,1908.4,1372,109.36,-126.3,-0.01,109.63,-123.44,1
8393,0.0183729370137774,126787,124879,127638,146.5,141.5,111.9,12938,12652,13050,2096.1,2542.5,1998,119.05,-121.21,1.78,120.46,-119.96,0
8393,2.85619215584387e-05,133119,133115,133118,0.9,0.9,0.8,13834,13833,13834,2.3,2.8,2.2,120,-120,0,120,-120,0
8394,0.000507208562804053,133011,133078,133130,0,1.5,1.5,13825,13827,13836,2.2,2.8,2.2,119.94,-120.04,-0.01,119.94,-120.02,1
8394,0.0899637313347859,113021,119981,129051,0,233,209.8,11747,11753,13366,2007.5,2231.9,1965.2,109.62,-127.53,-0.01,110.67,-124.65,1
8395,0.0180060620153864,126970,125287,128042,141.4,133.5,106.5,12963,12709,13108,2027.2,2429,1873,119,-121.15,1.71,120.31,-119.95,0
8395,2.67474847557887e-05,133119,133115,133118,0.9,0.9,0.8,13834,13833,13834,2.4,2.9,2.3,120,-120,0,120,-120,0
8396,0.000508775261590382,133010,133077,133130,0,1.5,1.5,13824,13827,13836,2.4,2.9,2.3,119.94,-120.04,-0.01,119.94,-120.02,1
8396,0.0883173289654393,113542,120511,129411,0,223.4,202.9,11801,11835,13413,1941,2140.3,1843.9,109.89,-127.24,-0.01,110.85,-124.46,1
8397,0.0638179777708801,128142,119069,121665,175.3,262.5,163.1,13152,11854,12179,2046.8,3987.9,3842.5,121.17,-123.14,2.33,124.32,-122.03,0
8397,8.11489913106982e-05,133122,133110,133111,0.9,1,0.9,13834,13833,13833,2.1,4.3,4.4,120,-120,0,120.01,-120,0
8398,0.00046308261286057,133020,133072,133125,0,1.6,1.4,13826,13826,13835,2.1,4.3,4.4,119.95,-120.04,-0.01,119.95,-120.03,1
8398,0.0978699765381689,117549,113408,124869,0,367.1,215.9,12218,10815,12808,2066.1,3524.1,3681.1,109.33,-131.86,-0.01,112.74,-128.87,1
8399,0.0571759484951647,127433,119186,121997,181.7,256.8,163.2,13051,11867,12229,2211.9,3972,3743.1,120.82,-122.96,2.4,123.85,-121.72,0
8399,8.7899744547094e-05,133122,133109,133111,0.9,1,0.9,13834,13833,13833,2,4.5,4.5,120,-120,0,120.01,-120,0
8400,0.000468132136259524,133021,133071,133125,0,1.7,1.4,13826,13826,13835,2,4.5,4.5,119.95,-120.04,-0.01,119.95,-120.03,1
8400,0.0985746142796821,115417,113414,124941,0,362.2,230.6,11996,10801,12822,2207.6,3476.9,3594,108.61,-131.75,-0.01,111.77,-128.54,1
8401,0.000172154604020737,130004,130032,130023,64.3,64,64.3,13386,13390,13389,1062,1056.1,1057.2,120,-119.99,0.69,120.69,-119.29,0
8401,1.2355186205026e-05,133121,133120,133120,0.8,0.8,0.8,13834,13834,13834,1.4,1.4,1.4,120,-120,0,120,-120,0
8402,0.000455053068434529,133019,133086,133130,0,1.4,1.4,13825,13828,13836,1.4,1.4,1.4,119.95,-120.03,-0.01,119.95,-120.02,1
8402,0.0356028375461775,122782,127519,130687,0,104.6,110.2,12761,12939,13526,1048.7,995.3,1057.4,115.96,-122.59,-0.01,116.49,-121.12,1
8403,0.000147113865755264,129514,129537,129533,74,73.7,74,13316,13319,13319,1222.9,1218.2,1218.4,120,-119.99,0.8,120.8,-119.19,0
8403,1.23453588761694e-05,133121,133120,133120,0.8,0.8,0.8,13834,13834,13834,1.4,1.4,1.4,120,-120,0,120,-120,0
8404,0.000456775685853455,133018,133086,133129,0,1.4,1.4,13825,13828,13836,1.4,1.4,1.4,119.95,-120.03,-0.01,119.95,-120.02,1
8404,0.0408162477549921,121226,126699,130245,0,119.4,126.4,12600,12809,13470,1204.7,1137.9,1218.5,115.37,-122.96,-0.01,115.97,-121.26,1
8405,0.00102158175377127,129592,129727,129581,71.3,71.1,73,13327,13347,13326,1196.9,1165.3,1194.1,120.04,-119.93,0.76,120.82,-119.13,0
8405,1.19797835607619e-05,133122,133121,133121,0.8,0.8,0.8,13834,13834,13834,1.1,1.1,1.1,120,-120,0,120,-120,0
8406,0.00044575964081712,133021,133088,133130,0,1.3,1.3,13826,13828,13836,1.1,1.1,1.1,119.95,-120.03,-0.01,119.95,-120.02,1
8406,0.0389938015276695,121471,126984,130242,0,114.5,123.8,12625,12854,13467,1180,1090.8,1195,115.61,-122.74,-0.01,116.19,-121.08,1
8407,0.000889871961535321,129087,129204,129078,81.3,81.2,82.8,13255,13272,13254,1361.8,1334.2,1359,120.03,-119.94,0.88,120.93,-119.03,0
8407,1.19704288748379e-05,133122,133121,133121,0.8,0.8,0.8,13834,13834,13834,1.2,1.1,1.2,120,-120,0,120,-120,0
8408,0.00044764344062814,133020,133087,133130,0,1.3,1.4,13826,13828,13836,1.2,1.1,1.2,119.95,-120.03,-0.01,119.95,-120.02,1
8408,0.0444065700761736,119878,126134,129783,0,129.7,140.3,12460,12719,13408,1339.1,1237.5,1359.9,115,-123.13,-0.01,115.65,-121.24,1
8409,0.00459835779863935,129102,129663,128982,76.7,76.9,84.7,13256,13339,13240,1356.1,1220.5,1359.3,120.21,-119.68,0.79,121.08,-118.75,0
